annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;adresse;nombre_de_sites;consommation_annuelle_totale_de_ladresse_mwh;code_grand_secteur;code_categorie_consommation;code_secteur_naf2;code_commune;nom_commune;code_epci;code_departement;code_region;tri_des_adresses
2023;800010501;La Porte au Bois;9184;F;RUE;VENTOSE;9184 F RUE VENTOSE;1;31.953;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;244
2022;800010501;La Porte au Bois;23;;RUE;VENTOSE;23 RUE VENTOSE;1;357.138;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;244
2021;780050109;Chêne Feuillu;32;;RUE;GEORGES BOURGOIN;32 RUE GEORGES BOURGOIN;1;34.166;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;244
2024;800010501;La Porte au Bois;;;RUE;VICTOR HUGO;RUE VICTOR HUGO;1;102.735;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;245
2023;800010501;La Porte au Bois;27;;RUE;VICTOR HUGO;27 RUE VICTOR HUGO;1;61.413;TERTIAIRE;ENT;87;80001;Abbeville;200070993;80;32;245
2022;800010501;La Porte au Bois;9184;F;RUE;VENTOSE;9184 F RUE VENTOSE;1;33.462;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;245
2021;780050109;Chêne Feuillu;19;;RUE;GEORGES BOURGOIN;19 RUE GEORGES BOURGOIN;1;118.596;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;245
2022;800010501;La Porte au Bois;27;;RUE;VICTOR HUGO;27 RUE VICTOR HUGO;1;65.6;TERTIAIRE;ENT;87;80001;Abbeville;200070993;80;32;246
2024;800010201;La Gare-Rouvroy-La Portelette;213;;BOULEVARD;VOLTAIRE;213 BOULEVARD VOLTAIRE;1;133.64;TERTIAIRE;ENT;82;80001;Abbeville;200070993;80;32;246
2021;780050106;Centre Ville;2;;RUE;JEAN JAURES;2 RUE JEAN JAURES;1;181.176;TERTIAIRE;ENT;88;78005;Achères;200059889;78;11;246
2023;800010501;La Porte au Bois;;;RUE;VICTOR HUGO;RUE VICTOR HUGO;1;103.537;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;246
2022;800010501;La Porte au Bois;;;RUE;VICTOR HUGO;RUE VICTOR HUGO;1;118.054;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;247
2023;800010501;La Porte au Bois;;;RUE;VICTOR HUGO;RUE VICTOR HUGO;1;49.281;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;247
2024;800010201;La Gare-Rouvroy-La Portelette;213;;BOULEVARD;VOLTAIRE;213 BOULEVARD VOLTAIRE;1;133.042;TERTIAIRE;ENT;74;80001;Abbeville;200070993;80;32;247
2021;780050103;Champs de Villars;14;;AVENUE;JEAN MOULIN;14 AVENUE JEAN MOULIN;1;96.86;INDUSTRIE;ENT;10;78005;Achères;200059889;78;11;247
2024;800010401;Faubourg de la Bouvaque;;;;Z.A. ABBEVILLE EST;Z.A. ABBEVILLE EST;1;3113.001;INDUSTRIE;ENT;28;80001;Abbeville;200070993;80;32;248
2021;780050103;Champs de Villars;33;;RUE;JEAN ROSTAND;33 RUE JEAN ROSTAND;1;66.041;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;248
2023;800010201;La Gare-Rouvroy-La Portelette;213;;BOULEVARD;VOLTAIRE;213 BOULEVARD VOLTAIRE;1;129.479;TERTIAIRE;ENT;74;80001;Abbeville;200070993;80;32;248
2022;800010501;La Porte au Bois;;;RUE;VICTOR HUGO;RUE VICTOR HUGO;1;48.321;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;248
2023;800010201;La Gare-Rouvroy-La Portelette;213;;BOULEVARD;VOLTAIRE;213 BOULEVARD VOLTAIRE;1;147.811;TERTIAIRE;ENT;94;80001;Abbeville;200070993;80;32;249
2022;800010201;La Gare-Rouvroy-La Portelette;213;;BOULEVARD;VOLTAIRE;213 BOULEVARD VOLTAIRE;1;164.821;TERTIAIRE;ENT;74;80001;Abbeville;200070993;80;32;249
2021;780050107;Montsouris;5;;AVENUE;JEAN XXIII;5 AVENUE JEAN XXIII;1;196.708;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;249
2024;800010501;La Porte au Bois;;;;Z.I.;Z.I.;1;30.188;INDUSTRIE;ENT;25;80001;Abbeville;200070993;80;32;249
2021;780050105;Porte de Seine;8;;AVENUE;LENINE;8 AVENUE LENINE;2;112.193;TERTIAIRE;ENT;84;78005;Achères;200059889;78;11;250
2022;800010501;La Porte au Bois;;;;Z A   D E S   V A L L E S;Z A D E S V A L L E S;1;217.09;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;250
2023;800010401;Faubourg de la Bouvaque;;;;Z.A. ABBEVILLE EST;Z.A. ABBEVILLE EST;1;3274.542;INDUSTRIE;ENT;28;80001;Abbeville;200070993;80;32;250
2024;800010503;Ponthieu-Bagatelle;;;;ZA DES 3 CHATEAUX;ZA DES 3 CHATEAUX;1;178.26;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;250
