annee;code_iris;nom_iris;numero_de_voie;indice_de_repetition;type_de_voie;libelle_de_voie;adresse;nombre_de_sites;consommation_annuelle_totale_de_ladresse_mwh;code_grand_secteur;code_categorie_consommation;code_secteur_naf2;code_commune;nom_commune;code_epci;code_departement;code_region;tri_des_adresses
2021;800010301;Faubourg de Menchecourt;163;;RUE;DE MENCHECOURT;163 RUE DE MENCHECOURT;1;400.539;INDUSTRIE;ENT;18;80001;Abbeville;200070993;80;32;38
2021;800010301;Faubourg de Menchecourt;163;;RUE;DE MENCHECOURT;163 RUE DE MENCHECOURT;1;11.906;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;39
2022;800010201;La Gare-Rouvroy-La Portelette;;;;2 0 7 C H A U S S E E D ' H O C Q U E;2 0 7 C H A U S S E E D ' H O C Q U E;1;87.876;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;39
2024;800010101;Centre Ville Émonville;17;;PLACE;CLEMENCEAU;17 PLACE CLEMENCEAU;1;108.465;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;39
2023;800010101;Centre Ville Émonville;17;;PLACE;CLEMENCEAU;17 PLACE CLEMENCEAU;1;101.055;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;39
2021;800010301;Faubourg de Menchecourt;218;B;RUE;DE MENCHECOURT;218 B RUE DE MENCHECOURT;1;673.029;INDUSTRIE;ENT;20;80001;Abbeville;200070993;80;32;40
2022;800010102;Centre Ville-Saint-Vulfran;;;;2 0 A P E T I T E R U E N O T R E;2 0 A P E T I T E R U E N O T R E;1;0.326;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;40
2023;800010201;La Gare-Rouvroy-La Portelette;;;;COUR DE LA GARE;COUR DE LA GARE;1;96.729;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;40
2024;800010201;La Gare-Rouvroy-La Portelette;;;;COUR DE LA GARE;COUR DE LA GARE;1;104.34;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;40
2024;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;27.279;TERTIAIRE;ENT;69;80001;Abbeville;200070993;80;32;41
2022;800010201;La Gare-Rouvroy-La Portelette;;;;2 1 3 B O U L E V A R D V O L T A I R;2 1 3 B O U L E V A R D V O L T A I R;1;221.07;TERTIAIRE;ENT;94;80001;Abbeville;200070993;80;32;41
2023;800010101;Centre Ville Émonville;5;;RUE;COUR PONTHIEU;5 RUE COUR PONTHIEU;1;16.433;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;41
2021;800010503;Ponthieu-Bagatelle;229;;ROUTE;DE PARIS;229 ROUTE DE PARIS;1;627.612;TERTIAIRE;ENT;36;80001;Abbeville;200070993;80;32;41
2024;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;38.953;AGRICULTURE;ENT;01;80001;Abbeville;200070993;80;32;42
2021;800010201;La Gare-Rouvroy-La Portelette;131;;ROUTE;DE ROUEN;131 ROUTE DE ROUEN;1;200.458;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;42
2023;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;56.061;AGRICULTURE;ENT;01;80001;Abbeville;200070993;80;32;42
2022;800010503;Ponthieu-Bagatelle;;;;2 2 9   R O U T E   D E   P A R I S;2 2 9 R O U T E D E P A R I S;1;621.199;TERTIAIRE;ENT;36;80001;Abbeville;200070993;80;32;42
2021;800010501;La Porte au Bois;8;;ROUTE;DE VAUCHELLES;8 ROUTE DE VAUCHELLES;1;1078.196;INDUSTRIE;ENT;30;80001;Abbeville;200070993;80;32;43
2023;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;169.657;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;43
2024;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;2;343.51;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;43
2022;800010301;Faubourg de Menchecourt;;;;2 5 3 R U E D E M E N C H E C O U R;2 5 3 R U E D E M E N C H E C O U R;1;71.271;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;43
2023;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;2;191.584;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;44
2021;800010401;Faubourg de la Bouvaque;2;;RUE;DES AIGRETTES;2 RUE DES AIGRETTES;1;63.93;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;44
2024;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;73.725;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;44
2022;800010102;Centre Ville-Saint-Vulfran;;;;2 6 - 2 8 P L A C E M A X L E J;2 6 - 2 8 P L A C E M A X L E J;1;154.33;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;44
2022;800010102;Centre Ville-Saint-Vulfran;;;;3 9   R U E   L E S U E U R;3 9 R U E L E S U E U R;1;17.954;TERTIAIRE;ENT;65;80001;Abbeville;200070993;80;32;45
2024;800010503;Ponthieu-Bagatelle;236;;ROUTE;D AMIENS;236 ROUTE D AMIENS;1;924.456;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;45
2023;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;71.644;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;45
2021;800010101;Centre Ville Émonville;1;;RUE;DES CAPUCINS;1 RUE DES CAPUCINS;1;418.951;TERTIAIRE;ENT;61;80001;Abbeville;200070993;80;32;45
2021;800010102;Centre Ville-Saint-Vulfran;1;;RUE;DES GRANDES ECOLES;1 RUE DES GRANDES ECOLES;1;31.096;TERTIAIRE;ENT;94;80001;Abbeville;200070993;80;32;46
2024;800010503;Ponthieu-Bagatelle;234;;ROUTE;D AMIENS;234 ROUTE D AMIENS;1;279.567;TERTIAIRE;ENT;55;80001;Abbeville;200070993;80;32;46
2022;800010101;Centre Ville Émonville;;;;4 1 P L A C E M A X L E J E U N E;4 1 P L A C E M A X L E J E U N E;1;67.15;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;46
2023;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;2;81.44;TERTIAIRE;ENT;69;80001;Abbeville;200070993;80;32;46
2021;800010101;Centre Ville Émonville;17;;RUE;DES LINGERS;17 RUE DES LINGERS;1;59.396;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;47
2022;800010501;La Porte au Bois;;;;4 3 A V E N U E R O B E R T S C H U;4 3 A V E N U E R O B E R T S C H U;1;398.544;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;47
2024;800010501;La Porte au Bois;111;;ROUTE;D AMIENS;111 ROUTE D AMIENS;1;70.857;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;47
2023;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;36.797;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;47
2024;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;1;93.327;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;48
2023;800010503;Ponthieu-Bagatelle;236;;ROUTE;D AMIENS;236 ROUTE D AMIENS;1;953.066;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;48
2021;800010101;Centre Ville Émonville;19;;RUE;DES MINIMES;19 RUE DES MINIMES;1;33.325;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;48
2022;800010501;La Porte au Bois;;;;5 A V E N U E R O B E R T S C H U M;5 A V E N U E R O B E R T S C H U M;1;0.027;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;48
2024;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;1;174.86;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;49
2022;800010301;Faubourg de Menchecourt;;;;5 R U E J E A N M E N N E S S O N;5 R U E J E A N M E N N E S S O N;1;573.009;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;49
2021;800010101;Centre Ville Émonville;18;;RUE;DES MINIMES;18 RUE DES MINIMES;1;245.783;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;49
2023;800010503;Ponthieu-Bagatelle;234;;ROUTE;D AMIENS;234 ROUTE D AMIENS;1;269.645;TERTIAIRE;ENT;55;80001;Abbeville;200070993;80;32;49
2021;800010501;La Porte au Bois;1;;RUE;DES PLATANES;1 RUE DES PLATANES;1;24.421;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;50
2024;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;7;457.542;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;50
2022;800010501;La Porte au Bois;;;;6   R U E   M A C Q U E R O N;6 R U E M A C Q U E R O N;1;6.514;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;50
2023;800010501;La Porte au Bois;111;;ROUTE;D AMIENS;111 ROUTE D AMIENS;1;79.837;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;50
2022;800010501;La Porte au Bois;;;;6   R U E   R O S E   B E R T I N;6 R U E R O S E B E R T I N;1;44.697;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;51
2024;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;3;182.638;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;51
2023;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;1;54.493;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;51
2021;800010501;La Porte au Bois;125;;CHEMIN;DES POSTES;125 CHEMIN DES POSTES;1;156.89;TERTIAIRE;ENT;87;80001;Abbeville;200070993;80;32;51
2022;800010401;Faubourg de la Bouvaque;;;;9 7 , R U E D U C H A T E A U D ';9 7 , R U E D U C H A T E A U D ';1;43.572;INDUSTRIE;ENT;22;80001;Abbeville;200070993;80;32;52
2024;800010301;Faubourg de Menchecourt;;;ROUTE;D HESDIN;ROUTE D HESDIN;1;129.528;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;52
2021;800010102;Centre Ville-Saint-Vulfran;9;;RUE;DES POULIES;9 RUE DES POULIES;1;30.287;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;52
2023;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;2;251.697;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;52
2023;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;6;424.618;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;53
2024;800010401;Faubourg de la Bouvaque;;;ROUTE;D HESDIN;ROUTE D HESDIN;1;40.711;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;53
2021;800010401;Faubourg de la Bouvaque;7;;RUE;DES SARCELLES;7 RUE DES SARCELLES;1;275.477;TERTIAIRE;ENT;46;80001;Abbeville;200070993;80;32;53
2022;800010503;Ponthieu-Bagatelle;;;;A V E N U E D U P D T V I N C E N T;A V E N U E D U P D T V I N C E N T;1;97.049;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;53
2021;800010101;Centre Ville Émonville;25;;CHAUSSEE;DU BOIS;25 CHAUSSEE DU BOIS;1;53.669;TERTIAIRE;ENT;96;80001;Abbeville;200070993;80;32;54
2024;800010502;Delique-Saint-Gilles;;;;D48594E101;D48594E101;1;253.814;INDUSTRIE;ENT;35;80001;Abbeville;200070993;80;32;54
2023;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;3;176.234;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;54
2022;800010501;La Porte au Bois;;;;A V E N U E R O B E R T S C H U M A N;A V E N U E R O B E R T S C H U M A N;1;38.847;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;54
2021;800010101;Centre Ville Émonville;22;;CHAUSSEE;DU BOIS;22 CHAUSSEE DU BOIS;1;61.562;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;55
2024;800010502;Delique-Saint-Gilles;;;;D63806X;D63806X;1;89.618;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;55
2023;800010502;Delique-Saint-Gilles;;;RUE;D ARTOIS;RUE D ARTOIS;1;30.865;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;55
2022;800010401;Faubourg de la Bouvaque;;;;ALLEE DU 8 MAI;ALLEE DU 8 MAI;1;1574.695;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;55
2021;800010101;Centre Ville Émonville;1;;CHAUSSEE;DU BOIS;1 CHAUSSEE DU BOIS;1;4.36;TERTIAIRE;ENT;68;80001;Abbeville;200070993;80;32;56
2024;800010401;Faubourg de la Bouvaque;157;;ROUTE;DE DOULLENS;157 ROUTE DE DOULLENS;1;3751.051;INDUSTRIE;ENT;29;80001;Abbeville;200070993;80;32;56
2023;800010301;Faubourg de Menchecourt;;;ROUTE;D HESDIN;ROUTE D HESDIN;1;115.792;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;56
2022;800010301;Faubourg de Menchecourt;;;RUE;BERNARD MARTEL;RUE BERNARD MARTEL;1;30.077;INDUSTRIE;ENT;25;80001;Abbeville;200070993;80;32;56
2022;800010101;Centre Ville Émonville;9;;PLACE;CLEMENCEAU;9 PLACE CLEMENCEAU;1;45.871;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;57
2023;800010401;Faubourg de la Bouvaque;;;ROUTE;D HESDIN;ROUTE D HESDIN;1;2.626;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;57
2021;800010401;Faubourg de la Bouvaque;6;;RUE;DU CHAMP DE MARS;6 RUE DU CHAMP DE MARS;1;41.887;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;57
2024;800010501;La Porte au Bois;102;;ROUTE;DE DOULLENS;102 ROUTE DE DOULLENS;1;135.126;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;57
2023;800010201;La Gare-Rouvroy-La Portelette;207;;CHAUSSEE;D HOCQUET;207 CHAUSSEE D HOCQUET;1;17.223;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;58
2022;800010101;Centre Ville Émonville;24;;PLACE;CLEMENCEAU;24 PLACE CLEMENCEAU;1;210.181;TERTIAIRE;ENT;85;80001;Abbeville;200070993;80;32;58
2024;800010401;Faubourg de la Bouvaque;;;ROUTE;DE DOULLENS;ROUTE DE DOULLENS;1;135.239;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;58
2021;800010401;Faubourg de la Bouvaque;5;;RUE;DU CHAMP DE MARS;5 RUE DU CHAMP DE MARS;1;67.758;TERTIAIRE;ENT;69;80001;Abbeville;200070993;80;32;58
2022;800010101;Centre Ville Émonville;17;;PLACE;CLEMENCEAU;17 PLACE CLEMENCEAU;1;98.929;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;59
2024;800010401;Faubourg de la Bouvaque;;;ROUTE;DE DOULLENS;ROUTE DE DOULLENS;2;288.442;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;59
2021;800010401;Faubourg de la Bouvaque;97;;RUE;DU CHATEAU D EAU;97 RUE DU CHATEAU D EAU;1;54.731;INDUSTRIE;ENT;22;80001;Abbeville;200070993;80;32;59
2023;800010502;Delique-Saint-Gilles;;;;D48594E101;D48594E101;1;268.558;INDUSTRIE;ENT;35;80001;Abbeville;200070993;80;32;59
2022;800010201;La Gare-Rouvroy-La Portelette;;;;COUR DE LA GARE;COUR DE LA GARE;1;102.138;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;60
2024;800010101;Centre Ville Émonville;2;;RUE;DE L ABBE CARPENTIER;2 RUE DE L ABBE CARPENTIER;1;54.616;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;60
2023;800010401;Faubourg de la Bouvaque;157;;ROUTE;DE DOULLENS;157 ROUTE DE DOULLENS;1;3528.866;INDUSTRIE;ENT;29;80001;Abbeville;200070993;80;32;60
2021;800010401;Faubourg de la Bouvaque;97;;RUE;DU CHATEAU D EAU;97 RUE DU CHATEAU D EAU;1;401.166;INDUSTRIE;ENT;25;80001;Abbeville;200070993;80;32;60
2021;800010401;Faubourg de la Bouvaque;140;;RUE;DU CHATEAU D EAU;140 RUE DU CHATEAU D EAU;1;125.372;INDUSTRIE;ENT;43;80001;Abbeville;200070993;80;32;61
2022;800010101;Centre Ville Émonville;5;;RUE;COUR PONTHIEU;5 RUE COUR PONTHIEU;1;6.23;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;61
2024;800010503;Ponthieu-Bagatelle;;;RUE;DE L EGALITE;RUE DE L EGALITE;1;61.135;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;61
2023;800010501;La Porte au Bois;102;;ROUTE;DE DOULLENS;102 ROUTE DE DOULLENS;1;125.244;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;61
2023;800010401;Faubourg de la Bouvaque;;;ROUTE;DE DOULLENS;ROUTE DE DOULLENS;2;137.708;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;62
2024;800010102;Centre Ville-Saint-Vulfran;;;RUE;DE L HOTEL DIEU;RUE DE L HOTEL DIEU;1;4760.34;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;62
2021;800010101;Centre Ville Émonville;13;;RUE;DU HAUT MESNIL;13 RUE DU HAUT MESNIL;1;81.8;TERTIAIRE;ENT;85;80001;Abbeville;200070993;80;32;62
2022;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;193.945;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;62
2021;800010401;Faubourg de la Bouvaque;21;;RUE;DU LIEUTENANT CARON;21 RUE DU LIEUTENANT CARON;1;139.776;TERTIAIRE;ENT;85;80001;Abbeville;200070993;80;32;63
2023;800010401;Faubourg de la Bouvaque;;;ROUTE;DE DOULLENS;ROUTE DE DOULLENS;2;281.758;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;63
2022;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;43.214;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;63
2024;800010102;Centre Ville-Saint-Vulfran;4;;RUE;DE L ISLE;4 RUE DE L ISLE;5;197.136;TERTIAIRE;ENT;82;80001;Abbeville;200070993;80;32;63
2021;800010102;Centre Ville-Saint-Vulfran;38;;RUE;DU MARECHAL FOCH;38 RUE DU MARECHAL FOCH;1;451.892;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;64
2024;800010102;Centre Ville-Saint-Vulfran;82;;RUE;DE LA CASERNE;82 RUE DE LA CASERNE;1;123.399;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;64
2023;800010101;Centre Ville Émonville;2;;RUE;DE L ABBE CARPENTIER;2 RUE DE L ABBE CARPENTIER;1;53.968;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;64
2022;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;69.771;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;64
2024;800010301;Faubourg de Menchecourt;23;;AVENUE;DE LA CHAPELLE;23 AVENUE DE LA CHAPELLE;1;12.91;INDUSTRIE;ENT;23;80001;Abbeville;200070993;80;32;65
2021;800010101;Centre Ville Émonville;27;;RUE;DU MARECHAL FOCH;27 RUE DU MARECHAL FOCH;1;12.894;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;65
2023;800010503;Ponthieu-Bagatelle;;;RUE;DE L EGALITE;RUE DE L EGALITE;1;65.498;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;65
2022;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;75.889;AGRICULTURE;ENT;01;80001;Abbeville;200070993;80;32;65
2023;800010102;Centre Ville-Saint-Vulfran;;;RUE;DE L HOTEL DIEU;RUE DE L HOTEL DIEU;1;4780.646;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;66
2022;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;2;97.511;TERTIAIRE;ENT;69;80001;Abbeville;200070993;80;32;66
2021;800010102;Centre Ville-Saint-Vulfran;26;;RUE;DU MARECHAL FOCH;26 RUE DU MARECHAL FOCH;1;83.263;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;66
2024;800010301;Faubourg de Menchecourt;104;;AVENUE;DE LA CHAPELLE;104 AVENUE DE LA CHAPELLE;1;48.794;TERTIAIRE;ENT;96;80001;Abbeville;200070993;80;32;66
2024;800010201;La Gare-Rouvroy-La Portelette;18;;PLACE;DE LA GARE;18 PLACE DE LA GARE;1;97.37;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;67
2021;800010101;Centre Ville Émonville;19;;RUE;DU MARECHAL FOCH;19 RUE DU MARECHAL FOCH;1;108.426;INDUSTRIE;ENT;10;80001;Abbeville;200070993;80;32;67
2023;800010102;Centre Ville-Saint-Vulfran;4;;RUE;DE L ISLE;4 RUE DE L ISLE;5;208.842;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;67
2022;800010501;La Porte au Bois;;;PARC;D ACTIVITES LES 2 VALLEES;PARC D ACTIVITES LES 2 VALLEES;1;42.237;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;67
2024;800010201;La Gare-Rouvroy-La Portelette;;;PLACE;DE LA GARE;PLACE DE LA GARE;1;135.7;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;68
2022;800010503;Ponthieu-Bagatelle;236;;ROUTE;D AMIENS;236 ROUTE D AMIENS;1;979.778;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;68
2021;800010101;Centre Ville Émonville;6;;PLACE;DU PILORI;6 PLACE DU PILORI;1;94.969;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;68
2023;800010102;Centre Ville-Saint-Vulfran;82;;RUE;DE LA CASERNE;82 RUE DE LA CASERNE;1;129.276;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;68
2024;800010401;Faubourg de la Bouvaque;296;;COTE;DE LA JUSTICE;296 COTE DE LA JUSTICE;1;92.836;AGRICULTURE;ENT;01;80001;Abbeville;200070993;80;32;69
2021;800010101;Centre Ville Émonville;19;;PLACE;DU PILORI;19 PLACE DU PILORI;1;300.613;TERTIAIRE;ENT;55;80001;Abbeville;200070993;80;32;69
2022;800010503;Ponthieu-Bagatelle;234;;ROUTE;D AMIENS;234 ROUTE D AMIENS;1;274.545;TERTIAIRE;ENT;55;80001;Abbeville;200070993;80;32;69
2023;800010301;Faubourg de Menchecourt;23;;AVENUE;DE LA CHAPELLE;23 AVENUE DE LA CHAPELLE;1;13.533;INDUSTRIE;ENT;23;80001;Abbeville;200070993;80;32;69
2023;800010301;Faubourg de Menchecourt;104;;AVENUE;DE LA CHAPELLE;104 AVENUE DE LA CHAPELLE;1;55.566;TERTIAIRE;ENT;96;80001;Abbeville;200070993;80;32;70
2021;800010102;Centre Ville-Saint-Vulfran;7;;RUE;DU PONT AUX BROUETTES;7 RUE DU PONT AUX BROUETTES;1;49.278;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;70
2022;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;3;252.167;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;70
2024;800010401;Faubourg de la Bouvaque;294;;COTE;DE LA JUSTICE;294 COTE DE LA JUSTICE;1;54.401;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;70
2022;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;1;115.221;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;71
2023;800010201;La Gare-Rouvroy-La Portelette;;;PLACE;DE LA GARE;PLACE DE LA GARE;1;98.124;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;71
2021;800010102;Centre Ville-Saint-Vulfran;15;;RUE;DU PONT AUX BROUETTES;15 RUE DU PONT AUX BROUETTES;1;0.168;TERTIAIRE;ENT;64;80001;Abbeville;200070993;80;32;71
2024;800010301;Faubourg de Menchecourt;261;;COTE;DE LA JUSTICE;261 COTE DE LA JUSTICE;1;45.782;TERTIAIRE;ENT;96;80001;Abbeville;200070993;80;32;71
2021;800010102;Centre Ville-Saint-Vulfran;130;;RUE;DU PONT DE BOULOGNE;130 RUE DU PONT DE BOULOGNE;1;77.649;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;72
2024;800010301;Faubourg de Menchecourt;;;COTE;DE LA JUSTICE;COTE DE LA JUSTICE;1;27.519;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;72
2022;800010501;La Porte au Bois;;;ROUTE;D AMIENS;ROUTE D AMIENS;4;412.865;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;72
2023;800010201;La Gare-Rouvroy-La Portelette;;;PLACE;DE LA GARE;PLACE DE LA GARE;1;126.664;TERTIAIRE;ENT;49;80001;Abbeville;200070993;80;32;72
2021;800010102;Centre Ville-Saint-Vulfran;6;;AVENUE;DU PORT;6 AVENUE DU PORT;1;53.954;TERTIAIRE;ENT;84;80001;Abbeville;200070993;80;32;73
2024;800010503;Ponthieu-Bagatelle;;;RUE;DE LA LIBERTE;RUE DE LA LIBERTE;1;56.842;TERTIAIRE;ENT;74;80001;Abbeville;200070993;80;32;73
2022;800010502;Delique-Saint-Gilles;;;RUE;D ARTOIS;RUE D ARTOIS;1;126.786;TERTIAIRE;ENT;70;80001;Abbeville;200070993;80;32;73
2023;800010401;Faubourg de la Bouvaque;296;;COTE;DE LA JUSTICE;296 COTE DE LA JUSTICE;1;85.369;AGRICULTURE;ENT;01;80001;Abbeville;200070993;80;32;73
2022;800010301;Faubourg de Menchecourt;;;ROUTE;D HESDIN;ROUTE D HESDIN;1;63.986;TERTIAIRE;ENT;45;80001;Abbeville;200070993;80;32;74
2024;800010503;Ponthieu-Bagatelle;;;QUAI;DE LA POINTE;QUAI DE LA POINTE;1;71.122;TERTIAIRE;ENT;47;80001;Abbeville;200070993;80;32;74
2021;800010501;La Porte au Bois;4;;AVENUE;DU RIVAGE;4 AVENUE DU RIVAGE;1;230.893;TERTIAIRE;ENT;86;80001;Abbeville;200070993;80;32;74
2023;800010401;Faubourg de la Bouvaque;294;;COTE;DE LA JUSTICE;294 COTE DE LA JUSTICE;1;54.887;TERTIAIRE;ENT;56;80001;Abbeville;200070993;80;32;74
2024;800010102;Centre Ville-Saint-Vulfran;;;QUAI;DE LA POINTE;QUAI DE LA POINTE;1;264.606;TERTIAIRE;ENT;36;80001;Abbeville;200070993;80;32;75
2022;800010502;Delique-Saint-Gilles;;;;D48594E101;D48594E101;1;272.007;INDUSTRIE;ENT;35;80001;Abbeville;200070993;80;32;75
